Series Name,"Series Code","Country Name","Country Code","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2023 [YR2023]","2022 [YR2022]","2021 [YR2021]","2020 [YR2020]","2019 [YR2019]","2018 [YR2018]","2017 [YR2017]","2016 [YR2016]"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Niger","NER","2.177","NA","0.524","NA","NA","0.418","NA","NA","0.532","NA","7.769","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Nigeria","NGA","NA","3.711","4.562","4.311","NA","3.821","NA","NA","10.695","NA","8.389","7.06"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Northern Mariana Islands","MNP","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Norway","NOR","3.129","3.425","3.486","4.296","3.573","3.231","4.359","4.424","3.684","3.801","4.164","4.68"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Oman","OMN","NA","NA","NA","NA","NA","3.3","1.9","2.94","NA","1.8","NA","3.266"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Pakistan","PAK","3.667","2.954","1.827","3.566","NA","NA","6.338","NA","4.83","4.083","NA","2.286"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Palau","PLW","NA","NA","1.357","NA","NA","NA","NA","0.765","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Panama","PAN","3.714","3.732","4.444","4.402","6.678","8.281","10.293","18.548","6.409","5.313","5.461","4.843"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Papua New Guinea","PNG","NA","NA","NA","NA","NA","2.689","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Paraguay","PRY","4.086","4.385","5.034","4.556","5.794","6.755","7.311","7.548","6.595","6.217","6.138","5.255"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Peru","PER","3.238","3.575","3.208","3.272","4.899","4.291","5.097","7.179","3.379","3.492","3.691","3.741"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Philippines","PHL","3.504","3.497","3.6","3.068","NA","2.598","3.398","2.522","2.237","2.338","2.552","2.695"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Poland","POL","10.031","10.293","8.971","7.475","2.743","2.811","3.268","3.155","3.267","3.835","4.867","6.141"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Portugal","PRT","15.531","16.188","13.897","12.447","6.509","6.011","6.577","6.801","6.464","6.994","8.869","11.068"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Puerto Rico","PRI","14.5","14.3","13.9","12","NA","6","7.9","NA","8.3","9.2","10.8","11.8"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Qatar","QAT","0.48","0.28","0.2","0.17","NA","0.13","0.14","0.14","0.1","0.11","0.14","0.15"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Romania","ROU","6.794","7.096","6.802","6.812","5.592","5.614","5.59","5.035","3.912","4.187","4.927","5.901"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Russian Federation","RUS","5.484","5.513","5.212","5.615","3.076","3.867","4.749","5.62","4.513","4.871","5.238","5.591"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Rwanda","RWA","NA","NA","1.169","NA","12.352","15.084","15.775","11.829","11.236","10.759","11.875","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Samoa","WSM","8.752","NA","8.72","NA","NA","5.048","NA","NA","NA","NA","9.4","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","San Marino","SMR","5.19","6.08","6.61","7.38","NA","4.91","6.34","7.23","7.54","7.83","7.89","6.45"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Sao Tome and Principe","STP","13.59","NA","NA","NA","NA","NA","NA","NA","NA","NA","8.808","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Saudi Arabia","SAU","5.622","5.6","5.877","5.6","4.008","5.589","6.621","7.66","5.636","6.029","5.89","5.6"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Senegal","SEN","NA","NA","NA","6.757","NA","2.837","NA","NA","2.863","NA","4.078","4.455"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Serbia","SRB","24","22.154","19.223","17.66","8.268","8.439","9.843","9.011","10.395","12.733","13.477","15.257"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Seychelles","SYC","NA","NA","3.841","4.151","2.934","NA","NA","4.311","2.966","3.528","3.715","3.965"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Sierra Leone","SLE","NA","NA","4.678","NA","NA","NA","NA","NA","NA","3.193","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Singapore","SGP","3.72","3.86","3.74","3.79","3.444","3.591","4.64","4.1","3.1","NA","4.2","4.08"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Sint Maarten (Dutch part)","SXM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Slovak Republic","SVK","13.966","14.227","11.537","11.492","5.841","6.143","6.894","6.719","5.761","6.544","8.142","9.679"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Slovenia","SVN","8.841","10.103","9.668","8.962","3.652","4.011","4.744","4.971","4.446","5.108","6.565","8"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Solomon Islands","SLB","NA","0.694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Somalia","SOM","NA","NA","NA","NA","NA","NA","NA","NA","18.828","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","South Africa","ZAF","24.727","24.561","24.89","25.149","32.098","33.268","34.007","29.217","28.468","26.906","27.035","26.537"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","South Sudan","SSD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Spain","ESP","24.789","26.094","24.441","22.057","12.179","12.917","14.781","15.532","14.105","15.255","17.224","19.635"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Sri Lanka","LKA","3.88","4.186","4.157","4.519","NA","4.528","4.981","5.365","4.67","4.318","4.046","4.243"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","St. Kitts and Nevis","KNA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","St. Lucia","LCA","19.06","22.21","NA","NA","NA","15.934","20.514","25.225","15.613","19.329","19.136","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","St. Martin (French part)","MAF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","St. Vincent and the Grenadines","VCT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Sudan","SDN","NA","NA","NA","NA","NA","7.53","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Suriname","SUR","8.1","6.6","6.94","7.22","NA","NA","NA","NA","NA","NA","NA","7.917"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Eswatini","SWZ","NA","NA","NA","NA","NA","NA","34.153","NA","NA","NA","NA","22.718"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Sweden","SWE","7.976","8.052","7.954","7.432","7.611","7.392","8.722","8.291","6.833","6.365","6.718","6.99"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Switzerland","CHE","4.491","4.747","4.826","4.801","4.043","4.122","5.013","4.817","4.394","4.713","4.797","4.918"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Syrian Arab Republic","SYR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Tajikistan","TJK","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Tanzania","TZA","1.437","2.93","2.125","NA","NA","NA","NA","2.781","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Thailand","THA","0.58","0.249","0.576","0.597","0.733","0.94","1.215","1.099","0.716","0.766","0.83","0.688"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Timor-Leste","TLS","NA","4.05","NA","3.678","NA","1.537","2.344","NA","NA","NA","NA","4.657"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Togo","TGO","NA","NA","NA","2.204","NA","1.965","NA","NA","2.036","NA","3.744","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Tonga","TON","NA","NA","NA","NA","NA","NA","2.111","NA","NA","2.248","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Trinidad and Tobago","TTO","3.718","2.683","2.477","2.428","NA","4.383","4.446","4.206","3.523","NA","NA","3.207"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Tunisia","TUN","17.63","15.934","14.259","15.159","15.106","15.301","NA","NA","17.153","15.459","15.33","15.557"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Turkiye","TUR","9.21","9.713","9.901","10.304","9.388","10.465","11.969","13.148","13.73","10.956","10.919","10.899"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Turkmenistan","TKM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Turks and Caicos Islands","TCA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Tuvalu","TUV","NA","NA","NA","NA","NA","7.318","NA","NA","NA","NA","26.553","8.489"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Uganda","UGA","3.551","1.91","1.566","NA","NA","NA","3.422","NA","2.563","NA","3.428","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Ukraine","UKR","7.529","7.17","9.27","9.14","NA","NA","9.834","9.475","8.194","8.799","9.5","9.35"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","United Arab Emirates","ARE","NA","NA","NA","NA","2.151","2.873","3.105","4.294","2.331","2.236","2.462","1.64"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","United Kingdom","GBR","8.279","7.752","6.398","5.552","4.025","3.768","4.865","4.518","3.657","4.145","4.501","4.909"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","United States","USA","8.069","7.375","6.168","5.28","3.638","3.65","5.349","8.055","3.669","3.896","4.355","4.869"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Uruguay","URY","6.451","6.444","6.547","7.488","9.458","7.877","9.328","10.413","8.836","8.336","7.89","7.841"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Uzbekistan","UZB","4.87","4.86","5.09","5.15","NA","NA","NA","5.293","8.98","9.35","5.83","5.16"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Vanuatu","VUT","NA","NA","NA","NA","NA","NA","NA","4.046","5.445","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Venezuela, RB","VEN","6.601","NA","NA","NA","NA","NA","NA","7.53","NA","NA","5.045","5.319"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Viet Nam","VNM","1.027","1.316","1.256","1.849","1.645","1.523","2.385","2.103","1.681","1.161","1.874","1.848"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Virgin Islands (U.S.)","VIR","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","West Bank and Gaza","PSE","19.202","19.894","20.527","23.005","NA","24.42","26.39","25.895","25.34","26.256","25.677","23.939"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Yemen, Rep.","YEM","NA","NA","13.467","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Zambia","ZMB","7.85","NA","NA","11.888","NA","5.995","5.199","6.033","5.542","5.033","4.529","NA"
"Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","Zimbabwe","ZWE","NA","NA","4.774","NA","9.348","10.087","9.54","NA","7.373","NA","NA","NA"
,"","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","",""
Data from database: World Development Indicators,"","","","","","","","","","","","","","",""
Last Updated: 12/16/2024,"","","","","","","","","","","","","","",""
